accreditation,city,clickUri,combined_program,degree_program,distance_learning,email,excerpt,institution,location,phone,state,title,uri,website,zip
,Manhattan,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c0e1c8a4-6c6e-4dc6-91d3-92c5e553090f&efp=480&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Manhattan, Kansas",,['Kansas'],Kansas State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c0e1c8a4-6c6e-4dc6-91d3-92c5e553090f&efp=480&site=ashacms&webcode=edfinddetail,,66506-7500
,Huntington,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=df21945f-95d5-4604-9129-59394190f3e9&efp=802&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Huntington, West Virginia",,['West Virginia'],Marshall University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=df21945f-95d5-4604-9129-59394190f3e9&efp=802&site=ashacms&webcode=edfinddetail,,25755-2675
,Marquette,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=eae24a80-e20f-4f05-94de-5e75a59f93cd&efp=1036&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Marquette, Michigan",,['Michigan'],Northern Michigan University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=eae24a80-e20f-4f05-94de-5e75a59f93cd&efp=1036&site=ashacms&webcode=edfinddetail,,49855
,Marquette,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=eae24a80-e20f-4f05-94de-5e75a59f93cd&efp=1037&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Marquette, Michigan",,['Michigan'],Northern Michigan University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=eae24a80-e20f-4f05-94de-5e75a59f93cd&efp=1037&site=ashacms&webcode=edfinddetail,,49855
,Fairfield,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0bf02f60-3e33-4b8f-a928-0b37cf62980d&efp=1143&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Fairfield, Connecticut",,['Connecticut'],Sacred Heart University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0bf02f60-3e33-4b8f-a928-0b37cf62980d&efp=1143&site=ashacms&webcode=edfinddetail,,06825-1000
,Fairfield,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0bf02f60-3e33-4b8f-a928-0b37cf62980d&efp=28&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Fairfield, Connecticut",,['Connecticut'],Sacred Heart University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0bf02f60-3e33-4b8f-a928-0b37cf62980d&efp=28&site=ashacms&webcode=edfinddetail,,06825-1000
,Fort Worth,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=aa12d6a6-6fcd-48bb-a39a-3c17979503a8&efp=976&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Fort Worth, Texas",,['Texas'],Tarleton State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=aa12d6a6-6fcd-48bb-a39a-3c17979503a8&efp=976&site=ashacms&webcode=edfinddetail,,76036
,Fort Worth,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3e9f2768-ac87-4e29-9a4f-cd0b98d8db02&efp=572&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Fort Worth, Texas",,['Texas'],Texas Christian University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3e9f2768-ac87-4e29-9a4f-cd0b98d8db02&efp=572&site=ashacms&webcode=edfinddetail,,76129
,Seattle,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=30c397b4-83dc-43fa-a37c-5f606ade7a7c&efp=331&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Seattle, Washington",,['Washington'],University of Washington: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=30c397b4-83dc-43fa-a37c-5f606ade7a7c&efp=331&site=ashacms&webcode=edfinddetail,,98105-6246
,Portales,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=981efbe0-7ea5-409b-a513-853e050a5260&efp=1003&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Portales, New Mexico",,['New Mexico'],Eastern New Mexico University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=981efbe0-7ea5-409b-a513-853e050a5260&efp=1003&site=ashacms&webcode=edfinddetail,,88130
,Denton,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c462a93b-ef84-4295-a146-5b6f581ecd22&efp=343&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Denton, Texas",,['Texas'],University of North Texas: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c462a93b-ef84-4295-a146-5b6f581ecd22&efp=343&site=ashacms&webcode=edfinddetail,,76203
,Macomb,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=83160332-9883-4eca-8bfb-01b32308ab8f&efp=38&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Macomb, Illinois",,['Illinois'],Western Illinois University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=83160332-9883-4eca-8bfb-01b32308ab8f&efp=38&site=ashacms&webcode=edfinddetail,,61455
,Harrisonburg,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0f6dff1e-213f-410f-8b0c-a55e2917e151&efp=1019&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Harrisonburg, Virginia",,['Virginia'],James Madison University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0f6dff1e-213f-410f-8b0c-a55e2917e151&efp=1019&site=ashacms&webcode=edfinddetail,,22807
,Harrisonburg,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0f6dff1e-213f-410f-8b0c-a55e2917e151&efp=1020&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Harrisonburg, Virginia",,['Virginia'],James Madison University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0f6dff1e-213f-410f-8b0c-a55e2917e151&efp=1020&site=ashacms&webcode=edfinddetail,,22807
,West Lafayette,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5c387fe3-5b57-4e0c-97c2-c0ebdc9db2ad&efp=653&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"West Lafayette, Indiana",,['Indiana'],Purdue University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5c387fe3-5b57-4e0c-97c2-c0ebdc9db2ad&efp=653&site=ashacms&webcode=edfinddetail,,47907
,Brooklyn,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=16b8ec77-3aea-43ce-9f9e-daa73bdd6d3a&efp=266&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Brooklyn, New York",,['New York'],Touro University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=16b8ec77-3aea-43ce-9f9e-daa73bdd6d3a&efp=266&site=ashacms&webcode=edfinddetail,,11223
,Minneapolis,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9c416a9a-abac-41ee-a398-e11ad6880f56&efp=619&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Minneapolis, Minnesota",,['Minnesota'],"University of Minnesota, Minneapolis: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9c416a9a-abac-41ee-a398-e11ad6880f56&efp=619&site=ashacms&webcode=edfinddetail,,55455-0279
,Sioux Falls,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=90a7cc01-8aef-468c-858e-7211e1d0d394&efp=53&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Sioux Falls, South Dakota",,['South Dakota'],Augustana University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=90a7cc01-8aef-468c-858e-7211e1d0d394&efp=53&site=ashacms&webcode=edfinddetail,,57197
,Los Angeles,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b7ab6e80-f3bb-409a-b869-94b7e7fd0e37&efp=607&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Los Angeles, California",,['California'],"California State University, Los Angeles: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b7ab6e80-f3bb-409a-b869-94b7e7fd0e37&efp=607&site=ashacms&webcode=edfinddetail,,90032
,Greenville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0042392a-b6c2-4cf8-b85b-b849d5be8a65&efp=461&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Greenville, North Carolina",,['North Carolina'],East Carolina University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0042392a-b6c2-4cf8-b85b-b849d5be8a65&efp=461&site=ashacms&webcode=edfinddetail,,27868
,Elmira,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=459b00a0-696c-4134-9352-c4be4b7a64e8&efp=1144&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Elmira, New York",,['New York'],Elmira College: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=459b00a0-696c-4134-9352-c4be4b7a64e8&efp=1144&site=ashacms&webcode=edfinddetail,,14901
,Savannah,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6399b960-2b1a-49e4-9760-739565a3f151&efp=1010&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Savannah, Georgia",,['Georgia'],Georgia Southern University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6399b960-2b1a-49e4-9760-739565a3f151&efp=1010&site=ashacms&webcode=edfinddetail,,31419-1997
,Bloomington,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=23414501-7550-4bb2-a414-f03b1b8fa5f0&efp=326&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Bloomington, Indiana",,['Indiana'],"Indiana University, Bloomington: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=23414501-7550-4bb2-a414-f03b1b8fa5f0&efp=326&site=ashacms&webcode=edfinddetail,,47408
,Bloomington,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=23414501-7550-4bb2-a414-f03b1b8fa5f0&efp=953&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Bloomington, Indiana",,['Indiana'],"Indiana University, Bloomington: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=23414501-7550-4bb2-a414-f03b1b8fa5f0&efp=953&site=ashacms&webcode=edfinddetail,,47408
,Union,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c1455889-b03e-40b2-93d0-d18c35dc3e29&efp=1023&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Union, New Jersey",,['New Jersey'],Kean University of New Jersey: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c1455889-b03e-40b2-93d0-d18c35dc3e29&efp=1023&site=ashacms&webcode=edfinddetail,,07083
,Beaumont,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ad981e39-363a-4317-9170-eacde8d2a955&efp=375&site=ashacms&webcode=edfinddetail,Other: Speech-Language Pathology Assistant,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Beaumont, Texas",,['Texas'],Lamar University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ad981e39-363a-4317-9170-eacde8d2a955&efp=375&site=ashacms&webcode=edfinddetail,,77710
,Beaumont,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ad981e39-363a-4317-9170-eacde8d2a955&efp=1145&site=ashacms&webcode=edfinddetail,Other: Speech-Language Pathology Assistant,Undergraduate Degree,,,Lamar University: Other bachelor’s degree with a major in the field of communication sciences and disorders (Other) ... Institution Information ... Program Accreditation Status ... Not Eligible f...,,"Beaumont, Texas",,['Texas'],Lamar University: Other bachelor’s degree with a major in the field of communication sciences and disorders (Other),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ad981e39-363a-4317-9170-eacde8d2a955&efp=1145&site=ashacms&webcode=edfinddetail,,77710
,Springfield,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2a368cc6-5df2-478c-8c3d-00a4fffb3546&efp=470&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Springfield, Massachusetts",,['Massachusetts'],Springfield College: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2a368cc6-5df2-478c-8c3d-00a4fffb3546&efp=470&site=ashacms&webcode=edfinddetail,,01109-3797
,Buffalo,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8161403d-eda9-4a56-8e26-637dc71ab0f7&efp=1048&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Buffalo, New York",,['New York'],SUNY at Buffalo: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8161403d-eda9-4a56-8e26-637dc71ab0f7&efp=1048&site=ashacms&webcode=edfinddetail,,14214-3004
,Fayetteville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1786847c-6dc3-4317-bb9e-9f668ca8b788&efp=188&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Fayetteville, Arkansas",,['Arkansas'],"University of Arkansas, Fayetteville: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1786847c-6dc3-4317-bb9e-9f668ca8b788&efp=188&site=ashacms&webcode=edfinddetail,,72701
,Edmond,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=78a8cd88-b340-419a-8dc9-def2265ba64c&efp=337&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Edmond, Oklahoma",,['Oklahoma'],University of Central Oklahoma: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=78a8cd88-b340-419a-8dc9-def2265ba64c&efp=337&site=ashacms&webcode=edfinddetail,,73034
,Storrs,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3031fcbc-a6da-47fc-9c06-c4fad51fb203&efp=275&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Storrs, Connecticut",,['Connecticut'],University of Connecticut: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3031fcbc-a6da-47fc-9c06-c4fad51fb203&efp=275&site=ashacms&webcode=edfinddetail,,06269-1085
,Kansas City,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c9bd252b-4a08-4fb2-a4c0-cb255bf4857a&efp=552&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Kansas City, Kansas",,['Kansas'],University of Kansas: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c9bd252b-4a08-4fb2-a4c0-cb255bf4857a&efp=552&site=ashacms&webcode=edfinddetail,,66160
,Kansas City,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c9bd252b-4a08-4fb2-a4c0-cb255bf4857a&efp=1134&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Kansas City, Kansas",,['Kansas'],University of Kansas: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c9bd252b-4a08-4fb2-a4c0-cb255bf4857a&efp=1134&site=ashacms&webcode=edfinddetail,,66160
,Amherst,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=44960470-44be-4de6-b8f7-07ac88eef527&efp=91&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Amherst, Massachusetts",,['Massachusetts'],"University of Massachusetts, Amherst: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=44960470-44be-4de6-b8f7-07ac88eef527&efp=91&site=ashacms&webcode=edfinddetail,,01003-9296
,Scranton,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9a15e6b4-338e-4eb8-957d-fa290476e8ac&efp=914&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Scranton, Pennsylvania",,['Pennsylvania'],University of Scranton: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9a15e6b4-338e-4eb8-957d-fa290476e8ac&efp=914&site=ashacms&webcode=edfinddetail,,18510
,Vermillion,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=67f8971c-7247-48e1-a738-05a1892f92c1&efp=108&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Vermillion, South Dakota",,['South Dakota'],University of South Dakota: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=67f8971c-7247-48e1-a738-05a1892f92c1&efp=108&site=ashacms&webcode=edfinddetail,,57069
,Vermillion,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=67f8971c-7247-48e1-a738-05a1892f92c1&efp=911&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Vermillion, South Dakota",,['South Dakota'],University of South Dakota: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=67f8971c-7247-48e1-a738-05a1892f92c1&efp=911&site=ashacms&webcode=edfinddetail,,57069
,Montgomery,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cef9137d-9aeb-463a-bb29-92bd7503557d&efp=1146&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Montgomery, Alabama",,['Alabama'],Faulkner University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cef9137d-9aeb-463a-bb29-92bd7503557d&efp=1146&site=ashacms&webcode=edfinddetail,,36109
,Tallahasse,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=46a191d6-e555-4e52-84ae-d801ab24c7a5&efp=905&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Tallahasse, Florida",,['Florida'],Florida State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=46a191d6-e555-4e52-84ae-d801ab24c7a5&efp=905&site=ashacms&webcode=edfinddetail,,32306
,Ruston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4e6b6de4-c3e5-45a4-96af-5b07d097f862&efp=368&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Ruston, Louisiana",,['Louisiana'],Louisiana Technical University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4e6b6de4-c3e5-45a4-96af-5b07d097f862&efp=368&site=ashacms&webcode=edfinddetail,,71272-0001
,Evanston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f76f82e7-3d0e-4ceb-bbc9-d1f63b679e47&efp=1147&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Evanston, Illinois",,['Illinois'],Northwestern University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f76f82e7-3d0e-4ceb-bbc9-d1f63b679e47&efp=1147&site=ashacms&webcode=edfinddetail,,60201
,Champaign,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=37cedaf1-7c1e-4e20-a930-fd05d4f6f972&efp=724&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Champaign, Illinois",,['Illinois'],"University of Illinois, Urbana - Champaign: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=37cedaf1-7c1e-4e20-a930-fd05d4f6f972&efp=724&site=ashacms&webcode=edfinddetail,,61820
,Montevallo,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f80d0a74-4c50-4b10-89ad-b7e30dcc702a&efp=60&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Montevallo, Alabama",,['Alabama'],University of Montevallo: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f80d0a74-4c50-4b10-89ad-b7e30dcc702a&efp=60&site=ashacms&webcode=edfinddetail,,35115
,Detroit,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3dade870-9650-46f4-97a0-3fd838cdc677&efp=1088&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Detroit, Michigan",,['Michigan'],Wayne State University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3dade870-9650-46f4-97a0-3fd838cdc677&efp=1088&site=ashacms&webcode=edfinddetail,,48202
,Detroit,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3dade870-9650-46f4-97a0-3fd838cdc677&efp=1089&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Detroit, Michigan",,['Michigan'],Wayne State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3dade870-9650-46f4-97a0-3fd838cdc677&efp=1089&site=ashacms&webcode=edfinddetail,,48202
,Berrien Springs,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8901274c-667a-470f-8563-7f814ec885a0&efp=1149&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Berrien Springs, Michigan",,['Michigan'],Andrews University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8901274c-667a-470f-8563-7f814ec885a0&efp=1149&site=ashacms&webcode=edfinddetail,,49104
