accreditation,city,clickUri,combined_program,degree_program,distance_learning,email,excerpt,institution,location,phone,state,title,uri,website,zip
,Normal,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=23637a84-085e-4ee3-ab54-84b81af413ff&efp=500&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Normal, Alabama",,['Alabama'],Alabama A&M University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=23637a84-085e-4ee3-ab54-84b81af413ff&efp=500&site=ashacms&webcode=edfinddetail,,35762
,Boone,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e3f14289-e869-419c-9a4b-fadb1232f5a1&efp=279&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Boone, North Carolina",,['North Carolina'],Appalachian State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e3f14289-e869-419c-9a4b-fadb1232f5a1&efp=279&site=ashacms&webcode=edfinddetail,,28608
,State University,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1f01b8e3-1e50-4317-975a-3fe444174d66&efp=102&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"State University, Arkansas",,['Arkansas'],Arkansas State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1f01b8e3-1e50-4317-975a-3fe444174d66&efp=102&site=ashacms&webcode=edfinddetail,,72467-0910
,Indianapolis,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cdd5b257-3033-4741-b573-8993acd1744b&efp=459&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Indianapolis, Indiana",,['Indiana'],Butler University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cdd5b257-3033-4741-b573-8993acd1744b&efp=459&site=ashacms&webcode=edfinddetail,,46208
,Chico,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=90285357-7782-4909-a9e9-e201011a8da9&efp=220&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Chico, California",,['California'],"California State University, Chico: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=90285357-7782-4909-a9e9-e201011a8da9&efp=220&site=ashacms&webcode=edfinddetail,,95929-0350
,Long Beach,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c92d1f64-ff08-453c-9e9a-fc050204b9e5&efp=84&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Long Beach, California",,['California'],"California State University, Long Beach: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c92d1f64-ff08-453c-9e9a-fc050204b9e5&efp=84&site=ashacms&webcode=edfinddetail,,90840-2501
,Mt Pleasant,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=74bfc284-e310-4e02-85dd-b3276023b886&efp=997&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Mt Pleasant, Michigan",,['Michigan'],Central Michigan University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=74bfc284-e310-4e02-85dd-b3276023b886&efp=997&site=ashacms&webcode=edfinddetail,,48859
,Mt Pleasant,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=74bfc284-e310-4e02-85dd-b3276023b886&efp=998&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Mt Pleasant, Michigan",,['Michigan'],Central Michigan University: Other bachelor’s degree with a major in the field of communication sciences and disorders (Other),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=74bfc284-e310-4e02-85dd-b3276023b886&efp=998&site=ashacms&webcode=edfinddetail,,48859
,Wooster,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=153a01f5-e543-40e9-9a59-f080c5bcc8fc&efp=45&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Wooster, Ohio",,['Ohio'],College of Wooster: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=153a01f5-e543-40e9-9a59-f080c5bcc8fc&efp=45&site=ashacms&webcode=edfinddetail,,44691
,Flushing,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e4e32bbd-06a5-49e0-9101-111da1dc176d&efp=680&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Flushing, New York",,['New York'],"CUNY, Queens College: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e4e32bbd-06a5-49e0-9101-111da1dc176d&efp=680&site=ashacms&webcode=edfinddetail,,11367-1597
,St Louis,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=13d22e8d-9788-402d-969b-83095e185aaf&efp=385&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"St Louis, Missouri",,['Missouri'],Fontbonne University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=13d22e8d-9788-402d-969b-83095e185aaf&efp=385&site=ashacms&webcode=edfinddetail,,63105-3098
,Henderson,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1bc1cd8e-73ad-411b-8684-8ed8f88a611f&efp=964&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Henderson, Tennessee",,['Tennessee'],Freed-Hardeman University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=1bc1cd8e-73ad-411b-8684-8ed8f88a611f&efp=964&site=ashacms&webcode=edfinddetail,,38340
,Hampton,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=29c1775e-3a0b-4a45-be3b-15468bb66339&efp=1014&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Hampton, Virginia",,['Virginia'],Hampton University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=29c1775e-3a0b-4a45-be3b-15468bb66339&efp=1014&site=ashacms&webcode=edfinddetail,,23668
,Abilene,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2956b8dd-19cb-4bfc-bc80-2895f257beef&efp=484&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Abilene, Texas",,['Texas'],Hardin-Simmons University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2956b8dd-19cb-4bfc-bc80-2895f257beef&efp=484&site=ashacms&webcode=edfinddetail,,79698
,Abilene,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2956b8dd-19cb-4bfc-bc80-2895f257beef&efp=988&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Abilene, Texas",,['Texas'],Hardin-Simmons University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2956b8dd-19cb-4bfc-bc80-2895f257beef&efp=988&site=ashacms&webcode=edfinddetail,,79698
,Normal,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5f7e3ec8-4c34-49f8-8833-be510a98c329&efp=19&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Normal, Illinois",,['Illinois'],Illinois State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5f7e3ec8-4c34-49f8-8833-be510a98c329&efp=19&site=ashacms&webcode=edfinddetail,,61790-4720
,Ithaca,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4bafc38e-9dfd-4899-b4f3-e0a2be65f476&efp=66&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Ithaca, New York",,['New York'],Ithaca College: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4bafc38e-9dfd-4899-b4f3-e0a2be65f476&efp=66&site=ashacms&webcode=edfinddetail,,14850-7185
,Philadelphia,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=dd9bf9df-60e7-4fb8-bc60-9b216e093c68&efp=70&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Philadelphia, Pennsylvania",,['Pennsylvania'],La Salle University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=dd9bf9df-60e7-4fb8-bc60-9b216e093c68&efp=70&site=ashacms&webcode=edfinddetail,,19141
,Farmville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9d493921-fc2c-4d0b-9140-a7835744df99&efp=54&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Farmville, Virginia",,['Virginia'],Longwood University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9d493921-fc2c-4d0b-9140-a7835744df99&efp=54&site=ashacms&webcode=edfinddetail,,23901
,Scranton,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8ed959ad-4648-414c-928c-e3729ff4baa2&efp=2&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Scranton, Pennsylvania",,['Pennsylvania'],Marywood University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8ed959ad-4648-414c-928c-e3729ff4baa2&efp=2&site=ashacms&webcode=edfinddetail,,18509
,Dobbs Ferry,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=99c93cbc-de44-4e87-b1f0-962785e1d7a9&efp=1028&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Dobbs Ferry, New York",,['New York'],Mercy University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=99c93cbc-de44-4e87-b1f0-962785e1d7a9&efp=1028&site=ashacms&webcode=edfinddetail,,10522
,Columbus,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=53e72468-384f-4469-8bd5-80ca80d53c15&efp=4&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Columbus, Mississippi",,['Mississippi'],Mississippi University for Women: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=53e72468-384f-4469-8bd5-80ca80d53c15&efp=4&site=ashacms&webcode=edfinddetail,,39701
,Arkadelphia,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b678b9d8-12a7-4fa4-91f8-3cf7ec0ce4b0&efp=18&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Arkadelphia, Arkansas",,['Arkansas'],Ouachita Baptist University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b678b9d8-12a7-4fa4-91f8-3cf7ec0ce4b0&efp=18&site=ashacms&webcode=edfinddetail,,71998-0001
,San Antonio,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ddcf555a-ca36-4d16-a48f-2414b8d6e44e&efp=1117&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"San Antonio, Texas",,['Texas'],Our Lady of the Lake University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ddcf555a-ca36-4d16-a48f-2414b8d6e44e&efp=1117&site=ashacms&webcode=edfinddetail,,78207-4689
,University Park,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d69039db-f55f-4a7a-85b3-13a28f0aaa1c&efp=627&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"University Park, Pennsylvania",,['Pennsylvania'],Pennsylvania State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d69039db-f55f-4a7a-85b3-13a28f0aaa1c&efp=627&site=ashacms&webcode=edfinddetail,,16802
,Demorest,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0a6252ae-260a-4051-a395-22097d4b1ce0&efp=909&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Demorest, Georgia",,['Georgia'],Piedmont University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0a6252ae-260a-4051-a395-22097d4b1ce0&efp=909&site=ashacms&webcode=edfinddetail,,30535
,Fort Wayne,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=fe22bb8c-75af-4848-93ba-e4fe2555f171&efp=30&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Fort Wayne, Indiana",,['Indiana'],Purdue University Fort Wayne: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=fe22bb8c-75af-4848-93ba-e4fe2555f171&efp=30&site=ashacms&webcode=edfinddetail,,46805
,Notre Dame,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8e1ef8c7-0804-491e-884c-c90d714273d3&efp=566&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Notre Dame, Indiana",,['Indiana'],Saint Mary's College: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8e1ef8c7-0804-491e-884c-c90d714273d3&efp=566&site=ashacms&webcode=edfinddetail,,46556
,Kerrville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2d362cf7-fcdf-44f5-bef5-9f0d98043944&efp=928&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Kerrville, Texas",,['Texas'],Schreiner University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2d362cf7-fcdf-44f5-bef5-9f0d98043944&efp=928&site=ashacms&webcode=edfinddetail,,78028
,Lakeland,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d65c6ed6-89f8-49e5-aadc-a9c85f208338&efp=916&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Lakeland, Florida",,['Florida'],Southeastern University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d65c6ed6-89f8-49e5-aadc-a9c85f208338&efp=916&site=ashacms&webcode=edfinddetail,,33801
,Edwardsville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f89eb593-a579-4454-a301-2b85ef0c44f6&efp=230&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Edwardsville, Illinois",,['Illinois'],"Southern Illinois University, Edwardsville: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f89eb593-a579-4454-a301-2b85ef0c44f6&efp=230&site=ashacms&webcode=edfinddetail,,62026-1147
,Edwardsville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f89eb593-a579-4454-a301-2b85ef0c44f6&efp=925&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Edwardsville, Illinois",,['Illinois'],"Southern Illinois University, Edwardsville: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f89eb593-a579-4454-a301-2b85ef0c44f6&efp=925&site=ashacms&webcode=edfinddetail,,62026-1147
,Syracuse,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=70539a06-087e-4d77-824f-97e602f1b6cb&efp=281&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Syracuse, New York",,['New York'],Syracuse University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=70539a06-087e-4d77-824f-97e602f1b6cb&efp=281&site=ashacms&webcode=edfinddetail,,13244
,Greenville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=77675aa8-b548-41cd-ab30-00b24118225c&efp=1056&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Greenville, Pennsylvania",,['Pennsylvania'],Thiel College: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=77675aa8-b548-41cd-ab30-00b24118225c&efp=1056&site=ashacms&webcode=edfinddetail,,16125
,Tucson,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=eea64b22-6002-400d-afe9-c2731db1499e&efp=669&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Tucson, Arizona",,['Arizona'],University of Arizona: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=eea64b22-6002-400d-afe9-c2731db1499e&efp=669&site=ashacms&webcode=edfinddetail,,85721-0071
,Iowa City,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=31e1ed68-672e-4dc3-a485-47b01316a356&efp=104&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Iowa City, Iowa",,['Iowa'],University of Iowa: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=31e1ed68-672e-4dc3-a485-47b01316a356&efp=104&site=ashacms&webcode=edfinddetail,,52242-1012
,Monroe,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e8b656af-d268-4b62-b6f8-e2a3d9b605b0&efp=121&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Monroe, Louisiana",,['Louisiana'],"University of Louisiana, Monroe: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e8b656af-d268-4b62-b6f8-e2a3d9b605b0&efp=121&site=ashacms&webcode=edfinddetail,,71209-0321
,Bismarck,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b1dc52ed-8c0c-4fee-b6b9-87f9bd16e5ad&efp=645&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Bismarck, North Dakota",,['North Dakota'],University of Mary: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b1dc52ed-8c0c-4fee-b6b9-87f9bd16e5ad&efp=645&site=ashacms&webcode=edfinddetail,,58504
,Bismarck,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b1dc52ed-8c0c-4fee-b6b9-87f9bd16e5ad&efp=954&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Bismarck, North Dakota",,['North Dakota'],University of Mary: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b1dc52ed-8c0c-4fee-b6b9-87f9bd16e5ad&efp=954&site=ashacms&webcode=edfinddetail,,58504
,University,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=228d2a8c-f500-4557-8163-29d50435f894&efp=228&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"University, Mississippi",,['Mississippi'],University of Mississippi: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=228d2a8c-f500-4557-8163-29d50435f894&efp=228&site=ashacms&webcode=edfinddetail,,38677
,Albuquerque,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9d0f97d7-db5e-45b1-a3e4-135710cf7f7f&efp=40&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Albuquerque, New Mexico",,['New Mexico'],University of New Mexico: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9d0f97d7-db5e-45b1-a3e4-135710cf7f7f&efp=40&site=ashacms&webcode=edfinddetail,,87131-0001
,Oklahoma City,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7d41a164-3bd2-4ea6-ad81-2f97a62caaed&efp=682&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Oklahoma City, Oklahoma",,['Oklahoma'],University of Oklahoma - Health Sciences Center: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7d41a164-3bd2-4ea6-ad81-2f97a62caaed&efp=682&site=ashacms&webcode=edfinddetail,,73117
,Kingston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ed66f806-5123-414b-84c8-be36b5955f3d&efp=234&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Kingston, Rhode Island",,['Rhode Island'],University of Rhode Island: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ed66f806-5123-414b-84c8-be36b5955f3d&efp=234&site=ashacms&webcode=edfinddetail,,02881-0821
,Knoxville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cf3b2052-48ec-4351-8193-536be4df30d1&efp=1121&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Knoxville, Tennessee",,['Tennessee'],University of Tennessee Health Science Center: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cf3b2052-48ec-4351-8193-536be4df30d1&efp=1121&site=ashacms&webcode=edfinddetail,,37996
,Carrollton,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=bbff7da1-3084-4d3b-acd9-0d966dc14726&efp=1081&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Carrollton, Georgia",,['Georgia'],University of West Georgia: Other bachelor’s degree with a major in the field of communication sciences and disorders (Other),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=bbff7da1-3084-4d3b-acd9-0d966dc14726&efp=1081&site=ashacms&webcode=edfinddetail,,30118
,Madison,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=555cedfb-b5c5-4a88-aa7d-009a146f5631&efp=955&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Madison, Wisconsin",,['Wisconsin'],"University of Wisconsin, Madison: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=555cedfb-b5c5-4a88-aa7d-009a146f5631&efp=955&site=ashacms&webcode=edfinddetail,,53706
